codigo,descricao,fonte,qtd_palavras,qtd_caracteres,qtd_palavras_longas,qtd_sinais_morfologicos,tem_sigla,tem_abreviacao,qtd_termos_decs,score,complexidade
K359,Apendicite aguda sem outra especificação,CID-10,5,40,1,1,0,0,1,0.129,media
K380,Hiperplasia do apêndice,CID-10,3,23,0,0,0,0,2,0.153,media
K381,Concreções apendiculares,CID-10,2,24,1,0,0,0,0,0.005,baixa
K382,Divertículo do apêndice,CID-10,3,23,0,0,0,0,2,0.153,media
K383,Fístula do apêndice,CID-10,3,19,0,0,0,0,2,0.153,media
K388,Outras doenças especificadas do apêndice,CID-10,5,40,1,0,0,0,2,0.163,media
K389,"Doença do apêndice, sem outra especificação",CID-10,6,43,1,0,0,0,1,0.097,baixa
K400,"Hérnia inguinal bilateral, com obstrução, sem gangrena",CID-10,7,54,0,0,0,0,2,0.174,alta
K401,"Hérnia inguinal bilateral, com gangrena",CID-10,5,39,0,0,0,0,2,0.163,media
K402,"Hérnia inguinal bilateral, sem obstrução ou gangrena",CID-10,7,52,0,0,0,0,2,0.174,alta
K403,"Hérnia inguinal unilateral ou não especificada, com obstrução sem gangrena",CID-10,10,74,1,0,0,0,2,0.189,alta
K404,"Hérnia inguinal unilateral ou não especificada, com gangrena",CID-10,8,60,1,0,0,0,2,0.179,alta
K409,"Hérnia inguinal unilateral ou não especificada, sem obstrução ou gangrena",CID-10,10,73,1,0,0,0,2,0.189,alta
K410,"Hérnia femoral bilateral, com obstrução, sem gangrena",CID-10,7,53,0,0,0,0,2,0.174,alta
K411,"Hérnia femoral bilateral, com gangrena",CID-10,5,38,0,0,0,0,2,0.163,media
K412,"Hérnia femoral bilateral, sem obstrução ou gangrena",CID-10,7,51,0,0,0,0,2,0.174,alta
K413,"Hérnia femoral unilateral ou não especificada, com obstrução, sem gangrena",CID-10,10,74,1,0,0,0,2,0.189,alta
K414,"Hérnia femoral unilateral ou não especificada, com gangrena",CID-10,8,59,1,0,0,0,2,0.179,alta
K419,"Hérnia femoral unilateral ou não especificada, sem obstrução ou gangrena",CID-10,10,72,1,0,0,0,2,0.189,alta
K420,"Hérnia umbilical com obstrução, sem gangrena",CID-10,6,44,0,0,0,0,2,0.168,media
K421,Hérnia umbilical com gangrena,CID-10,4,29,0,0,0,0,2,0.158,media
K429,Hérnia umbilical sem obstrução ou gangrena,CID-10,6,42,0,0,0,0,2,0.168,media
K430,"Hérnia ventral com obstrução, sem gangrena",CID-10,6,42,0,0,0,0,2,0.168,media
K431,Hérnia ventral com gangrena,CID-10,4,27,0,0,0,0,2,0.158,media
K439,Hérnia ventral sem obstrução ou gangrena,CID-10,6,40,0,0,0,0,2,0.168,media
K440,"Hérnia diafragmática com obstrução, sem gangrena",CID-10,6,48,1,0,0,0,2,0.168,media
K441,Hérnia diafragmática com gangrena,CID-10,4,33,1,0,0,0,2,0.158,media
K449,Hérnia diafragmática sem obstrução ou gangrena,CID-10,6,46,1,0,0,0,2,0.168,media
K450,"Outras hérnias abdominais especificadas, com obstrução, sem gangrena",CID-10,8,68,1,0,0,0,2,0.179,alta
K451,"Outras hérnias abdominais especificadas, com gangrena",CID-10,6,53,1,0,0,0,2,0.168,media
K458,"Outras hérnias abdominais especificadas, sem obstrução ou gangrena",CID-10,8,66,1,0,0,0,2,0.179,alta
K460,"Hérnia abdominal não especificada, com obstrução, sem gangrena",CID-10,8,62,1,0,0,0,2,0.179,alta
K461,Hérnia abdominal não especificada com gangrena,CID-10,6,46,1,0,0,0,2,0.168,media
K469,"Hérnia abdominal não especificada, sem obstrução ou gangrena",CID-10,8,60,1,0,0,0,2,0.179,alta
K500,Doença de crohn do intestino delgado,CID-10,6,36,0,0,0,0,1,0.097,baixa
K501,Doença de crohn do intestino grosso,CID-10,6,35,0,0,0,0,1,0.097,baixa
K508,Outra forma de doença de crohn,CID-10,6,30,0,0,0,0,1,0.097,baixa
K509,Doença de crohn de localização não especificada,CID-10,7,47,1,0,0,0,2,0.174,alta
K510,Enterocolite ulcerativa (crônica),CID-10,3,33,1,1,0,0,1,0.119,media
K511,Ileocolite ulcerativa (crônica),CID-10,3,31,0,1,0,0,1,0.119,media
K512,Proctite ulcerativa (crônica),CID-10,3,29,0,1,0,0,1,0.119,media
K513,Retossigmoidite ulcerativa (crônica),CID-10,3,36,1,1,0,0,1,0.119,media
K514,Pseudopolipose do cólon,CID-10,3,23,1,1,0,0,1,0.119,media
K515,Proctocolite mucosa,CID-10,2,19,1,1,0,0,2,0.185,alta
K518,Outras colites ulcerativas,CID-10,3,26,0,1,0,0,0,0.048,baixa
K519,"Colite ulcerativa, sem outra especificação",CID-10,5,42,1,1,0,0,1,0.129,media
K520,Gastroenterite e colite devida à radiação,CID-10,6,41,1,2,0,0,3,0.315,alta
K521,Gastroenterite e colite tóxicas,CID-10,4,31,1,2,0,0,2,0.233,alta
K522,Gastroenterite e colite alérgicas ou ligadas à dieta,CID-10,8,52,1,2,0,0,3,0.325,alta
K528,"Outras gastroenterites e colites especificadas, não-infecciosas",CID-10,7,63,2,2,0,0,0,0.106,media
K529,"Gastroenterite e colite não-infecciosas, não especificadas",CID-10,7,58,2,2,0,0,2,0.249,alta
K550,Transtornos vasculares agudos do intestino,CID-10,5,42,0,1,0,0,0,0.058,baixa
K551,Transtornos vasculares crônicos do intestino,CID-10,5,44,0,1,0,0,0,0.058,baixa
K552,Angiodisplasia do cólon,CID-10,3,23,1,0,0,0,2,0.153,media
K558,Outros transtornos vasculares do intestino,CID-10,5,42,0,1,0,0,0,0.058,baixa
K559,"Transtorno vascular do intestino, sem outra especificação",CID-10,7,57,1,1,0,0,0,0.068,baixa
K560,Íleo paralítico,CID-10,2,15,0,0,0,0,1,0.077,baixa
K561,Intussuscepção,CID-10,1,14,1,0,0,0,1,0.071,baixa
K562,Volvo,CID-10,1,5,0,0,0,0,0,0.0,baixa
K563,Íleo biliar,CID-10,2,11,0,0,0,0,1,0.077,baixa
K564,Outras obstruções do intestino,CID-10,4,30,0,0,0,0,0,0.015,baixa
K565,Aderências intestinais (bridas) com obstrução,CID-10,5,45,0,0,0,0,0,0.021,baixa
K566,"Outras formas de obstrução intestinal, e as não especificadas",CID-10,9,61,1,0,0,0,0,0.041,baixa
K567,"Íleo, não especificado",CID-10,3,22,1,0,0,0,0,0.01,baixa
K570,Doença diverticular do intestino delgado com perfuração e abscesso,CID-10,9,66,1,0,0,0,2,0.184,alta
K571,Doença diverticular do intestino delgado sem perfuração ou abscesso,CID-10,9,67,1,0,0,0,2,0.184,alta
K572,Doença diverticular do intestino grosso com perfuração e abscesso,CID-10,9,65,1,0,0,0,2,0.184,alta
K573,Doença diverticular do intestino grosso sem perfuração ou abscesso,CID-10,9,66,1,0,0,0,2,0.184,alta
K574,Doença diverticular concomitante dos intestinos delgado e grosso com perfuração e abscesso,CID-10,12,90,2,0,0,0,2,0.199,alta
K575,Doença diverticular concomitante dos intestinos delgado e grosso sem perfuração ou abscesso,CID-10,12,91,2,0,0,0,2,0.199,alta
K578,"Doença diverticular do intestino, de localização não especificada, com perfuração e abscesso",CID-10,12,92,2,0,0,0,3,0.271,alta
K579,"Doença diverticular do intestino, de localização não especificada, sem perfuração ou abscesso",CID-10,12,93,2,0,0,0,3,0.271,alta
K580,Síndrome do cólon irritável com diarréia,CID-10,6,40,0,0,0,0,2,0.168,media
K589,Síndrome do cólon irritável sem diarréia,CID-10,6,40,0,0,0,0,2,0.168,media
K590,Constipação,CID-10,1,11,0,0,0,0,0,0.0,baixa
K591,Diarréia funcional,CID-10,2,18,0,0,0,0,1,0.077,baixa
K592,Cólon neurogênico não classificado em outra parte,CID-10,7,49,1,1,0,0,1,0.14,media
K593,Megacólon não classificado em outra parte,CID-10,6,41,1,0,0,0,1,0.097,baixa
K594,Espasmo anal,CID-10,2,12,0,0,0,0,1,0.077,baixa
K598,Outros transtornos funcionais especificados do intestino,CID-10,6,56,1,0,0,0,0,0.026,baixa
K599,"Transtorno intestinal funcional, não especificado",CID-10,5,49,1,0,0,0,0,0.021,baixa
K600,Fissura anal aguda,CID-10,3,18,0,0,0,0,1,0.082,baixa
K601,Fissura anal crônica,CID-10,3,20,0,0,0,0,1,0.082,baixa
K602,"Fissura anal, não especificada",CID-10,4,30,1,0,0,0,1,0.087,baixa
K603,Fístula anal,CID-10,2,12,0,0,0,0,1,0.077,baixa
K604,Fístula retal,CID-10,2,13,0,0,0,0,1,0.077,baixa
K605,Fístula anorretal,CID-10,2,17,0,0,0,0,1,0.077,baixa
K610,Abscesso anal,CID-10,2,13,0,0,0,0,1,0.077,baixa
K611,Abscesso retal,CID-10,2,14,0,0,0,0,1,0.077,baixa
K612,Abscesso anorretal,CID-10,2,18,0,0,0,0,1,0.077,baixa
K613,Abscesso ísquio-retal,CID-10,3,21,0,0,0,0,1,0.082,baixa
K614,Abscesso intra-esfincteriano,CID-10,3,28,1,0,0,0,1,0.082,baixa
K620,Pólipo anal,CID-10,2,11,0,0,0,0,0,0.005,baixa
K621,Pólipo retal,CID-10,2,12,0,0,0,0,0,0.005,baixa
K622,Prolapso anal,CID-10,2,13,0,0,0,0,1,0.077,baixa
K623,Prolapso retal,CID-10,2,14,0,0,0,0,1,0.077,baixa
K624,Estenose do ânus e do reto,CID-10,6,26,0,1,0,0,3,0.277,alta
K625,Hemorragia do ânus e do reto,CID-10,6,28,0,1,0,0,3,0.277,alta
K626,Úlcera do ânus e do reto,CID-10,6,24,0,0,0,0,3,0.24,alta
K627,Proctite por radiação,CID-10,3,21,0,1,0,0,2,0.191,alta
K628,Outras doenças especificadas do ânus e do reto,CID-10,8,46,1,0,0,0,3,0.25,alta
K629,"Doença do ânus e do reto, sem outra especificação",CID-10,9,49,1,0,0,0,2,0.184,alta
K630,Abscesso do intestino,CID-10,3,21,0,0,0,0,1,0.082,baixa
K631,Perfuração do intestino (não-traumática),CID-10,5,40,0,0,0,0,0,0.021,baixa
K632,Fístula do intestino,CID-10,3,20,0,0,0,0,1,0.082,baixa
K633,Úlcera do intestino,CID-10,3,19,0,0,0,0,1,0.082,baixa
K634,Enteroptose,CID-10,1,11,0,1,0,0,0,0.038,baixa
K635,Pólipo do cólon,CID-10,3,15,0,0,0,0,1,0.082,baixa
K638,Outras doenças especificadas do intestino,CID-10,5,41,1,0,0,0,1,0.092,baixa
K639,"Doença do intestino, sem outra especificação",CID-10,6,44,1,0,0,0,1,0.097,baixa
K650,Peritonite aguda,CID-10,2,16,0,1,0,0,1,0.114,media
K658,Outras peritonites,CID-10,2,18,0,1,0,0,0,0.043,baixa
K659,"Peritonite, sem outras especificações",CID-10,4,37,1,1,0,0,0,0.053,baixa
K660,Aderências peritoniais,CID-10,2,22,0,0,0,0,0,0.005,baixa
K661,Hemoperitônio,CID-10,1,13,1,1,0,0,1,0.109,media
K668,Outras afecções especificadas do peritônio,CID-10,5,42,1,0,0,0,2,0.163,media
K669,"Afecções do peritônio, sem outra especificação",CID-10,6,46,1,0,0,0,1,0.097,baixa
K670,Peritonite por clamídias,CID-10,3,24,0,1,0,0,1,0.119,media
K671,Peritonite gonocócica,CID-10,2,21,0,1,0,0,1,0.114,media
K672,Peritonite sifilítica,CID-10,2,21,0,1,0,0,1,0.114,media
K673,Peritonite tuberculosa,CID-10,2,22,0,1,0,0,1,0.114,media
K678,Outras formas de comprometimento do peritônio em doenças infecciosas classificadas em outra parte,CID-10,13,97,2,0,0,0,2,0.204,alta
K700,Fígado gorduroso alcoólico,CID-10,3,26,0,0,0,0,1,0.082,baixa
K701,Hepatite alcoólica,CID-10,2,18,0,1,0,0,1,0.114,media
K702,Fibrose e esclerose alcoólicas do fígado,CID-10,6,40,0,2,0,0,3,0.315,alta
K703,Cirrose hepática alcoólica,CID-10,3,26,0,1,0,0,1,0.119,media
K704,Insuficiência hepática alcoólica,CID-10,3,32,1,0,0,0,1,0.082,baixa
K709,"Doença alcoólica do fígado, sem outra especificação",CID-10,7,51,1,0,0,0,1,0.102,media
K710,Doença hepática tóxica com colestase,CID-10,5,36,0,0,0,0,2,0.163,media
K711,Doença hepática tóxica com necrose hepática,CID-10,6,43,0,1,0,0,2,0.206,alta
K712,Doença hepática tóxica com hepatite aguda,CID-10,6,41,0,1,0,0,2,0.206,alta
K713,Doença hepática tóxica com hepatite crônica persistente,CID-10,7,55,0,1,0,0,2,0.211,alta
K714,Doença hepática tóxica com hepatite crônica lobular,CID-10,7,51,0,1,0,0,2,0.211,alta
K715,Doença hepática tóxica com hepatite crônica ativa,CID-10,7,49,0,1,0,0,2,0.211,alta
K716,Doença hepática tóxica com hepatite não classificada em outra parte,CID-10,10,67,1,1,0,0,2,0.227,alta
K717,Doença hepática tóxica com fibrose e cirrose hepáticas,CID-10,8,54,0,2,0,0,3,0.325,alta
K718,Doença hepática tóxica com outros transtornos do fígado,CID-10,8,55,0,0,0,0,2,0.179,alta
K719,"Doença hepática tóxica, sem outra especificação",CID-10,6,47,1,0,0,0,1,0.097,baixa
K720,Insuficiência hepática aguda e subaguda,CID-10,5,39,1,0,0,0,1,0.092,baixa
K721,Insuficiência hepática crônica,CID-10,3,30,1,0,0,0,1,0.082,baixa
K729,"Insuficiência hepática, sem outras especificações",CID-10,5,49,2,0,0,0,0,0.021,baixa
K730,"Hepatite crônica persistente, não classificada em outra parte",CID-10,8,61,1,1,0,0,1,0.145,media
K731,"Hepatite crônica lobular, não classificada em outra parte",CID-10,8,57,1,1,0,0,1,0.145,media
K732,"Hepatite crônica ativa, não classificada em outra parte",CID-10,8,55,1,1,0,0,1,0.145,media
K738,Outras hepatites crônicas não classificada em outra parte,CID-10,8,57,1,1,0,0,1,0.145,media
K739,"Hepatite crônica, sem outra especificação",CID-10,5,41,1,1,0,0,1,0.129,media
K740,Fibrose hepática,CID-10,2,16,0,1,0,0,1,0.114,media
K741,Esclerose hepática,CID-10,2,18,0,1,0,0,1,0.114,media
K742,Fibrose hepática com esclerose hepática,CID-10,5,39,0,2,0,0,2,0.238,alta
K743,Cirrose biliar primária,CID-10,3,23,0,1,0,0,1,0.119,media
K744,Cirrose biliar secundária,CID-10,3,25,0,1,0,0,1,0.119,media
K745,"Cirrose biliar, sem outra especificação",CID-10,5,39,1,1,0,0,1,0.129,media
K746,Outras formas de cirrose hepática e as não especificadas,CID-10,9,56,1,1,0,0,1,0.15,media
K750,Abscesso hepático,CID-10,2,17,0,0,0,0,1,0.077,baixa
K751,Flebite da veia porta,CID-10,4,21,0,1,0,0,1,0.124,media
K752,Hepatite reativa não-específica,CID-10,4,31,0,1,0,0,1,0.124,media
K753,Hepatite granulomatosa não classificada em outra parte,CID-10,7,54,2,2,0,0,1,0.177,alta
K754,Hepatite autoimune,CID-10,2,18,0,1,0,0,1,0.114,media
K758,Outras doenças hepáticas inflamatórias especificadas,CID-10,5,52,2,0,0,0,1,0.092,baixa
K759,"Doença hepática inflamatória, sem outra especificação",CID-10,6,53,2,0,0,0,1,0.097,baixa
K760,Degeneração gordurosa do fígado não classificada em outra parte,CID-10,9,63,1,0,0,0,1,0.112,media
K761,Congestão passiva crônica do fígado,CID-10,5,35,0,0,0,0,1,0.092,baixa
K762,Necrose hemorrágica central do fígado,CID-10,5,37,0,2,0,0,2,0.238,alta
K763,Infarto do fígado,CID-10,3,17,0,0,0,0,1,0.082,baixa
K764,Peliose hepática,CID-10,2,16,0,1,0,0,1,0.114,media
K765,Doença hepática veno-oclusiva,CID-10,4,29,0,0,0,0,1,0.087,baixa
K766,Hipertensão portal,CID-10,2,18,0,0,0,0,1,0.077,baixa
K767,Síndrome hepatorrenal,CID-10,2,21,1,1,0,0,1,0.114,media
K768,Outras doenças especificadas do fígado,CID-10,5,38,1,0,0,0,2,0.163,media
K769,"Doença hepática, sem outra especificação",CID-10,5,40,1,0,0,0,1,0.092,baixa
K770,Transtornos hepáticos em doenças infecciosas e parasitárias classificadas em outra parte,CID-10,11,88,2,0,0,0,1,0.123,media
K778,Transtornos hepáticos em outras doenças classificadas em outra parte,CID-10,9,68,1,0,0,0,1,0.112,media
K800,Calculose da vesícula biliar com colicistite aguda,CID-10,7,50,0,2,0,0,2,0.249,alta
K801,Calculose da vesícula biliar com outras formas de colecistite,CID-10,9,61,0,2,0,0,3,0.33,alta
K802,Calculose da vesícula biliar sem colecistite,CID-10,6,44,0,2,0,0,3,0.315,alta
K803,Calculose de via biliar com colangite,CID-10,6,37,0,2,0,0,2,0.243,alta
K804,Calculose de via biliar com colecistite,CID-10,6,39,0,2,0,0,2,0.243,alta
K805,Calculose de via biliar sem colangite ou colecistite,CID-10,8,52,0,3,0,0,3,0.363,alta
K808,Outras colelitíases,CID-10,2,19,1,0,0,0,0,0.005,baixa
K810,Colecistite aguda,CID-10,2,17,0,1,0,0,1,0.114,media
K811,Colecistite crônica,CID-10,2,19,0,1,0,0,1,0.114,media
K818,Outras colecistites,CID-10,2,19,1,1,0,0,0,0.043,baixa
K819,"Colecistite, sem outra especificação",CID-10,4,36,1,1,0,0,0,0.053,baixa
K820,Obstrução da vesícula biliar,CID-10,4,28,0,0,0,0,1,0.087,baixa
K821,Hidropsia da vesícula biliar,CID-10,4,28,0,0,0,0,2,0.158,media
K822,Perfuração da vesícula biliar,CID-10,4,29,0,0,0,0,1,0.087,baixa
K823,Fístula da vesícula biliar,CID-10,4,26,0,0,0,0,2,0.158,media
K824,Colesterolose da vesícula biliar,CID-10,4,32,1,1,0,0,1,0.124,media
K828,Outras doenças especificadas da vesícula biliar,CID-10,6,47,1,0,0,0,2,0.168,media
K829,"Doença da vesícula biliar, sem outra especificação",CID-10,7,50,1,0,0,0,2,0.174,alta
K830,Colangite,CID-10,1,9,0,1,0,0,1,0.109,media
K831,Obstrução de via biliar,CID-10,4,23,0,0,0,0,0,0.015,baixa
K832,Perfuração de via biliar,CID-10,4,24,0,0,0,0,0,0.015,baixa
K833,Fístula de via biliar,CID-10,4,21,0,0,0,0,1,0.087,baixa
K834,Espasmo do esfíncter de Oddi,CID-10,5,28,0,0,0,0,2,0.163,media
K835,Cisto biliar,CID-10,2,12,0,0,0,0,0,0.005,baixa
K838,Outras doenças especificadas das vias biliares,CID-10,6,46,1,0,0,0,1,0.097,baixa
K839,"Doença das vias biliares, sem outra especificação",CID-10,7,49,1,0,0,0,1,0.102,media
K850,Pancreatite aguda idiopática,CID-10,3,28,0,1,0,0,1,0.119,media
K851,Pancreatite aguda biliar,CID-10,3,24,0,1,0,0,1,0.119,media
K852,Pancreatite aguda induzida por álcool,CID-10,5,37,0,1,0,0,2,0.201,alta
K853,Pancreatite aguda induzida por droga,CID-10,5,36,0,1,0,0,1,0.129,media
K858,Outras pancreatites agudas,CID-10,3,26,1,1,0,0,0,0.048,baixa
K859,"Pancreatite aguda, não especificada",CID-10,4,35,1,1,0,0,1,0.124,media
K860,Pancreatite crônica induzida por álcool,CID-10,5,39,0,1,0,0,2,0.201,alta
K861,Outras pancreatites crônicas,CID-10,3,28,1,1,0,0,0,0.048,baixa
K862,Cisto do pâncreas,CID-10,3,17,0,0,0,0,1,0.082,baixa
K863,Pseudocisto do pâncreas,CID-10,3,23,0,0,0,0,1,0.082,baixa
K868,Outras doenças especificadas do pâncreas,CID-10,5,40,1,0,0,0,2,0.163,media
K869,"Doença do pâncreas, sem outra especificação",CID-10,6,43,1,0,0,0,1,0.097,baixa
K870,Transtornos da vesícula biliar e das vias biliares em doenças classificadas em outra parte,CID-10,14,90,1,0,0,0,2,0.21,alta
K871,Transtornos do pâncreas em doenças classificadas em outra parte,CID-10,9,63,1,0,0,0,2,0.184,alta
K900,Doença celíaca,CID-10,2,14,0,0,0,0,1,0.077,baixa
K901,Espru tropical,CID-10,2,14,0,0,0,0,0,0.005,baixa
K902,Síndrome da alça cega não classificada em outra parte,CID-10,9,53,1,0,0,0,1,0.112,media
K903,Esteatorréia pancreática,CID-10,2,24,1,0,0,0,1,0.077,baixa
K904,Má-absorção devida a intolerância não classificada em outra parte,CID-10,10,65,2,0,0,0,0,0.046,baixa
K908,Outras formas de má-absorção intestinal,CID-10,6,39,0,0,0,0,0,0.026,baixa
K909,"Má-absorção intestinal, sem outra especificação",CID-10,6,47,1,0,0,0,0,0.026,baixa
K910,Vômitos pós-cirurgia gastrointestinal,CID-10,4,37,1,1,0,0,0,0.053,baixa
K911,Síndromes pós-cirurgia gástrica,CID-10,4,31,0,0,0,0,1,0.087,baixa
K912,Má-absorção pós-cirúrgica não classificada em outra parte,CID-10,9,57,1,0,0,0,0,0.041,baixa
K913,Obstrução intestinal pós-operatória,CID-10,4,35,0,0,0,0,1,0.087,baixa
K914,Mau funcionamento de colostomia e enterostomia,CID-10,6,46,2,2,0,0,2,0.243,alta
K915,Síndrome pós-colecistectomia,CID-10,3,28,1,1,0,0,1,0.119,media
K918,"Outros transtornos do aparelho digestivo, pós-cirúrgicos, não classificados em outra parte",CID-10,12,90,1,0,0,0,0,0.056,baixa
K919,Transtorno do aparelho digestivo pós procedimento,CID-10,6,49,1,0,0,0,2,0.168,media
K920,Hematêmese,CID-10,1,10,0,0,0,0,1,0.071,baixa
K921,Melena,CID-10,1,6,0,0,0,0,1,0.071,baixa
K922,"Hemorragia gastrointestinal, sem outra especificação",CID-10,5,52,2,2,0,0,1,0.167,media
K928,Outras doenças especificadas do aparelho digestivo,CID-10,6,50,1,0,0,0,1,0.097,baixa
K929,"Doença do aparelho digestivo, sem outra especificação",CID-10,7,53,1,0,0,0,1,0.102,media
K930,"Transtornos devido a tuberculose do intestino, do peritônio e dos gânglios do mesentério",CID-10,13,88,0,1,0,0,4,0.385,alta
K931,Megacólon na doença de Chagas,CID-10,5,29,0,0,0,0,2,0.163,media
K938,Transtornos de outros órgãos digestivos especificados em doenças classificadas em outra parte,CID-10,12,93,2,0,0,0,1,0.128,media
L010,Impetigo [qualquer localização] [qualquer microorganismo],CID-10,5,57,1,0,0,0,1,0.092,baixa
L011,Impetiginização de outras dermatoses,CID-10,4,36,1,1,0,0,0,0.053,baixa
L020,"Abscesso cutâneo, furúnculo e antraz da face",CID-10,7,44,0,0,0,0,3,0.245,alta
L021,"Abscesso cutâneo, furúnculo e antraz do pescoço",CID-10,7,47,0,0,0,0,3,0.245,alta
L022,"Abscesso cutâneo, furúnculo e antraz do tronco",CID-10,7,46,0,0,0,0,3,0.245,alta
L023,"Abscesso cutâneo, furúnculo e antraz da nádega",CID-10,7,46,0,0,0,0,2,0.174,alta
L024,"Abscesso cutâneo, furúnculo e antraz do(s) membro(s)",CID-10,9,52,0,0,0,0,2,0.184,alta
L028,"Abscesso cutâneo, furúnculo e antraz de outras localizações",CID-10,8,59,1,0,0,0,2,0.179,alta
L029,"Abscesso cutâneo, furúnculo e antraz de localização não especificada",CID-10,9,68,1,0,0,0,3,0.255,alta
L030,Celulite de dedos das mãos e dos pés,CID-10,8,36,0,1,0,0,3,0.288,alta
L031,Celulite de outras partes do(s) membro(s),CID-10,8,41,0,1,0,0,1,0.145,media
L032,Celulite da face,CID-10,3,16,0,1,0,0,2,0.191,alta
L033,Celulite do tronco,CID-10,3,18,0,1,0,0,2,0.191,alta
L038,Celulite de outros locais,CID-10,4,25,0,1,0,0,1,0.124,media
L039,Celulite não especificada,CID-10,3,25,1,1,0,0,1,0.119,media
L040,"Linfadenite aguda de face, cabeça e pescoço",CID-10,7,43,0,1,0,0,3,0.283,alta
L041,Linfadenite aguda do tronco,CID-10,4,27,0,1,0,0,2,0.196,alta
L042,Linfadenite aguda de membro superior,CID-10,5,36,0,1,0,0,1,0.129,media
L043,Linfadenite aguda de membro inferior,CID-10,5,36,0,1,0,0,1,0.129,media
L048,Linfadenite aguda de outras localizações,CID-10,5,40,1,1,0,0,1,0.129,media
L049,Linfadenite aguda de localização não especificada,CID-10,6,49,1,1,0,0,2,0.206,alta
L050,Cisto pilonidal com abscesso,CID-10,4,28,0,0,0,0,1,0.087,baixa
L059,Cisto pilonidal sem abscesso,CID-10,4,28,0,0,0,0,1,0.087,baixa
L080,Piodermite,CID-10,1,10,0,1,0,0,0,0.038,baixa
L081,Eritrasma,CID-10,1,9,0,0,0,0,1,0.071,baixa
L088,"Outras infecções localizadas, especificadas, da pele e do tecido subcutâneo",CID-10,10,75,1,0,0,0,3,0.26,alta
L089,"Infecção localizada da pele e do tecido subcutâneo, não especificada",CID-10,10,68,1,0,0,0,3,0.26,alta
L100,Pênfigo vulgar,CID-10,2,14,0,0,0,0,1,0.077,baixa
L101,Pênfigo vegetante,CID-10,2,17,0,0,0,0,1,0.077,baixa
L102,Pênfigo foliáceo,CID-10,2,16,0,0,0,0,1,0.077,baixa
L103,Pênfigo brasileiro [fogo selvagem],CID-10,4,34,0,0,0,0,1,0.087,baixa
L104,Pênfigo eritematoso,CID-10,2,19,0,1,0,0,1,0.114,media
L105,Pênfigo induzido por drogas,CID-10,4,27,0,0,0,0,1,0.087,baixa
L108,Outras formas de pênfigo,CID-10,4,24,0,0,0,0,1,0.087,baixa
L109,"Pênfigo, não especificado",CID-10,3,25,1,0,0,0,0,0.01,baixa
L110,Ceratose folicular adquirida,CID-10,3,28,0,1,0,0,1,0.119,media
L111,Dermatose acantolítica transitória [grover],CID-10,4,43,1,1,0,0,1,0.124,media
L118,Outras afecções acantolíticas especificadas,CID-10,4,43,2,0,0,0,1,0.087,baixa
L119,Afecções acantolíticas não especificadas,CID-10,4,40,2,0,0,0,1,0.087,baixa
L120,Penfigóide bolhoso,CID-10,2,18,0,0,0,0,1,0.077,baixa
L121,Penfigóide cicatricial,CID-10,2,22,0,0,0,0,1,0.077,baixa
L122,Doença bolhosa crônica da infância,CID-10,5,34,0,0,0,0,1,0.092,baixa
L123,Epidermólise bolhosa adquirida,CID-10,3,30,1,0,0,0,1,0.082,baixa
L128,Outras formas de penfigóide,CID-10,4,27,0,0,0,0,1,0.087,baixa
L129,"Penfigóide, não especificado",CID-10,3,28,1,0,0,0,0,0.01,baixa
L130,Dermatite herpetiforme,CID-10,2,22,1,1,0,0,1,0.114,media
L131,Dermatite pustular subcorneana,CID-10,3,30,0,1,0,0,1,0.119,media
L138,Outras afecções bolhosas especificadas,CID-10,4,38,1,0,0,0,1,0.087,baixa
L139,"Doença bolhosa, não especificada",CID-10,4,32,1,0,0,0,1,0.087,baixa
L200,Prurigo de besnier,CID-10,3,18,0,0,0,0,1,0.082,baixa
L208,Outras dermatites atópicas,CID-10,3,26,0,1,0,0,0,0.048,baixa
L209,"Dermatite atópica, não especificada",CID-10,4,35,1,1,0,0,1,0.124,media
L210,Seborréia do couro cabeludo,CID-10,4,27,0,0,0,0,2,0.158,media
L211,Dermatite seborréica infantil,CID-10,3,29,0,1,0,0,1,0.119,media
L218,Outras dermatites seborréicas,CID-10,3,29,0,1,0,0,0,0.048,baixa
L219,"Dermatite seborréica, não especificada",CID-10,4,38,1,1,0,0,1,0.124,media
L230,Dermatite alérgica de contato devida a metais,CID-10,7,45,0,1,0,0,1,0.14,media
L231,Dermatite alérgica de contato devida a adesivos,CID-10,7,47,0,1,0,0,1,0.14,media
L232,Dermatite alérgica de contato devida a cosméticos,CID-10,7,49,0,1,0,0,2,0.211,alta
L233,Dermatite alérgica de contato devido a drogas em contato com a pele,CID-10,12,67,0,1,0,0,2,0.237,alta
L234,Dermatite alérgica de contato devida a corantes,CID-10,7,47,0,1,0,0,1,0.14,media
L235,Dermatite alérgica de contato devida a outros produtos químicos,CID-10,9,63,0,1,0,0,2,0.221,alta
L236,Dermatite alérgica de contato devida a alimentos em contato com a pele,CID-10,12,70,0,1,0,0,2,0.237,alta
L237,"Dermatite alérgica de contato devido a plantas, exceto alimentos",CID-10,9,64,0,1,0,0,1,0.15,media
L238,Dermatite alérgica de contato devido a outros agentes,CID-10,8,53,0,1,0,0,1,0.145,media
L239,"Dermatite alérgica de contato, de causa não especificada",CID-10,8,56,1,1,0,0,2,0.216,alta
